region,date,mean,median,lower_90,upper_90,lower_50,upper_50
Italy,2020-03-27,0.9004149219176097,0.9121650647382621,0.8132866617642459,0.9789105299394598,0.9006537370435808,0.9605584447554405
Italy,2020-03-28,0.8975733976350139,0.9085173241784776,0.8214257770146194,0.9840513430106748,0.9021262147636907,0.9596655096248157
Italy,2020-03-29,0.9100740637453085,0.9203764762892106,0.8350559202368354,0.9808637949068165,0.9088699320249456,0.960697303710359
Italy,2020-03-30,0.9245798849356324,0.9342978343198947,0.8591803259348921,0.988862804818234,0.9246798136601435,0.9715441426961562
Italy,2020-03-31,0.9217888783337346,0.930955456399252,0.84991755422951,0.9907425021618802,0.9213198304710979,0.9721261157497522
Italy,2020-04-01,0.9140013441802468,0.9247666327985795,0.8315638327174879,0.9832328639595195,0.9167768473000732,0.9737813764749529
Italy,2020-04-02,0.9053184302702445,0.9139935043091396,0.8278512393558264,0.9828969533625688,0.8981681736895912,0.9590887194662046
Italy,2020-04-03,0.8984808522842277,0.9096814495952565,0.8168527097996101,0.9856640810300561,0.9004219792875935,0.9646977587387082
Italy,2020-04-04,0.8946112479287401,0.9072461854007116,0.8057579361907874,0.9739108172870518,0.8957366340387183,0.960240976946808
Italy,2020-04-05,0.9012513894766844,0.9120682700581724,0.8168904398252197,0.9741439158670381,0.89980869968161,0.9588568372691836
Italy,2020-04-06,0.8983744394618133,0.9101144693608685,0.8111316185876339,0.9801357059743298,0.8944128742658665,0.9590809501946446
Italy,2020-04-07,0.8917991007645694,0.9021945736350491,0.8087224891807275,0.9742251987087881,0.880475555519347,0.9469090320085517
Italy,2020-04-08,0.8827949162182199,0.8949185016332042,0.7916465772592475,0.9656829821194395,0.8766302200553753,0.9419934156950307
Italy,2020-04-09,0.87973504372875,0.8891908419236553,0.7983334899694263,0.9775762960882589,0.8690701369720426,0.9391603505159347
Italy,2020-04-10,0.8681748289294959,0.8795612921718933,0.7735141606205295,0.9733401459831029,0.8597689438410124,0.9340977268588332
Italy,2020-04-11,0.8582230724418596,0.8715162838969118,0.7614173878706028,0.9674415048926771,0.8535824430289072,0.9369513591146621
Italy,2020-04-12,0.8616611264216724,0.8745972402284096,0.759830957708383,0.9707301019325935,0.8458701359397495,0.9283794458889788
Italy,2020-04-13,0.863980439469568,0.8755880470257231,0.7609923410417174,0.9613223443743814,0.846758224532415,0.9273972265163128
Italy,2020-04-14,0.858494696313129,0.8703413200797967,0.757049347255727,0.9593047465278325,0.8439150610349294,0.9244285855732863
Italy,2020-04-15,0.8504154872003054,0.8666439980381152,0.735966451421836,0.9643070211944169,0.8521580760812194,0.9389860676252029
Italy,2020-04-16,0.8360717694455801,0.8523120781665395,0.7053952198108834,0.962038169818523,0.8376541317748416,0.9333274680453961
Italy,2020-04-17,0.8299067119540288,0.8477424603758348,0.7065906396194219,0.9717033673878377,0.8322736030083113,0.9341551279203957
Italy,2020-04-18,0.823921454063095,0.8416458090928643,0.6879940920812833,0.9602323214917581,0.8127929923301095,0.9144886907096319
Italy,2020-04-19,0.8273134563818574,0.8427656220385866,0.6957164529555574,0.9556534099311937,0.8146484251774834,0.915245619152464
Italy,2020-04-20,0.8264448221290553,0.8439912145339149,0.7052236884920413,0.9553426177058981,0.8135829090976663,0.9124902887806658
Italy,2020-04-21,0.7949067019404834,0.8156045935607794,0.6546617065129344,0.9517151251865371,0.7771855525289503,0.8946090073540901
Italy,2020-04-22,0.7859372879905899,0.8051364296949128,0.6405652463305631,0.940190446572484,0.768746501749732,0.88953630272726
Italy,2020-04-23,0.7805079539138969,0.7968339527212069,0.631112160669272,0.9367903635939075,0.7639182138574825,0.8869900981508054
Italy,2020-04-24,0.7718872629426538,0.7933491582211554,0.6156434458103056,0.9316733686946175,0.7515460066391189,0.8753776597046331
Italy,2020-04-25,0.775933129089513,0.7947730122810467,0.621987759579892,0.9305211144995094,0.7557664930214303,0.8792855716009323
Italy,2020-04-26,0.7759493717488644,0.7911130187274241,0.6281660391742039,0.9363509498894044,0.7493654344463055,0.8744724778671897
Italy,2020-04-27,0.7737091828671544,0.7889231149587187,0.6217356641813678,0.9365017772238933,0.7547485624876076,0.8845250743847548
Italy,2020-04-28,0.774118509148723,0.7915803762592173,0.6089407727765123,0.9251610444488739,0.7637805361441599,0.8907996878737903
Italy,2020-04-29,0.7724637814489279,0.7908411215406255,0.6045710730414071,0.9263434948455511,0.7672731365184207,0.8982322849144987
Italy,2020-04-30,0.7724020027792725,0.7864594927419695,0.6129976830310644,0.9301814582427429,0.7573156268781858,0.8894834269952021
Italy,2020-05-01,0.7719950331672983,0.7847607437324663,0.6104311678301257,0.9341961262042989,0.734915734426628,0.8660234584016419
Italy,2020-05-02,0.7784195221476315,0.7940011720615446,0.628504728620399,0.9380520851222433,0.75569232540701,0.8847312594215793
Italy,2020-05-03,0.7776670983583596,0.7947589424401815,0.6211568644297616,0.933738307978244,0.7647740387155475,0.8900909455483939
Italy,2020-05-04,0.7927387796847373,0.8094000594822635,0.6335789741538926,0.9316736953184713,0.7728951635529082,0.8899818999670456
Italy,2020-05-05,0.8003551837642524,0.815827015832141,0.662750865440943,0.9530708819491444,0.7859174115947476,0.9023085001510925
Italy,2020-05-06,0.7951561473298373,0.8147608814340489,0.652122220740766,0.9458774015898532,0.7769883269916292,0.9001827508033715
Italy,2020-05-07,0.8000373476498799,0.8228906404707472,0.6450526121666298,0.9445019598889305,0.8020764136520104,0.9212939512423288
Italy,2020-05-08,0.8067427207974158,0.8279786860575058,0.654149859600603,0.951749974916038,0.8087358695707614,0.9243989135427363
Italy,2020-05-09,0.8249098776951909,0.8423745998632739,0.6905080815352147,0.9603392591555596,0.8173544199852656,0.9268993460004996
Italy,2020-05-10,0.8297151943810593,0.8458998668510815,0.6863159830604293,0.9590029598030827,0.8350126616852742,0.9424104274842747
Italy,2020-05-11,0.8298159656029741,0.8498102001066479,0.6883847813759059,0.9608736189251598,0.8349049414772701,0.9419008209239089
Italy,2020-05-12,0.8302137730578338,0.8447891668036525,0.6955860671942108,0.9652948319596825,0.8294682900147559,0.9332933520876834
Italy,2020-05-13,0.8289217268936734,0.8496328562929994,0.6981401343838943,0.9698947229988694,0.8373399753875698,0.9367661357297664
Italy,2020-05-14,0.8307396404581244,0.8509818819490401,0.6929921713122653,0.9600340240921926,0.8362014757864458,0.938149849479926
Italy,2020-05-15,0.8264114133986283,0.8477593883329126,0.684278052613565,0.9604676741173009,0.8309930648057675,0.9340332849246175
Italy,2020-05-16,0.8264269939560527,0.8454748795381484,0.6812925414007527,0.9649656961768905,0.8095338872335258,0.9177204911610101
Italy,2020-05-17,0.8367148987457479,0.8535044173769735,0.7112431001414269,0.9698862094095326,0.8350921428936938,0.9342182571962502
Italy,2020-05-18,0.8360887621884593,0.8511473823670619,0.6966063860399888,0.9696703739092299,0.8268462782065565,0.928796373003649
Italy,2020-05-19,0.8346552943039793,0.8518433558471037,0.7011037776018538,0.9702574960743153,0.8265366622178136,0.9328335311087016
Italy,2020-05-20,0.820259365822518,0.8421226568462231,0.682475937729165,0.9648095126552314,0.8303631927342037,0.9405051341632823
Italy,2020-05-21,0.8067594122822684,0.8274240923664454,0.6382295392403569,0.9550782434083211,0.8113782136407751,0.9280441449473481
Italy,2020-05-22,0.8066740448769191,0.8273782389022084,0.6584025611024285,0.9559714526405219,0.8119306611513758,0.9261149173274432
Italy,2020-05-23,0.8095754186925931,0.8316802186811911,0.6582742974056405,0.9641886597066438,0.796592275643632,0.9105656322320299
Italy,2020-05-24,0.8011140928659262,0.8270985659932577,0.6448352179374336,0.9591564249645874,0.7929660945685609,0.9078473651820219
Italy,2020-05-25,0.8100318727179793,0.8278722524640001,0.6574934191950315,0.9554337513501038,0.8028483463237532,0.9151263574457945
Italy,2020-05-26,0.8269966740925709,0.8403433329285497,0.6951659616361339,0.9662638729434784,0.8025555870747562,0.9154662785428608
Italy,2020-05-27,0.8337079295709832,0.8474796333342856,0.6989086480916469,0.9648809330656658,0.8283442399391219,0.9381701166714745
Italy,2020-05-28,0.8416208931842117,0.8562743804853324,0.7125908423777333,0.9783554795247543,0.8413879905888477,0.9519907981101726
Italy,2020-05-29,0.8513096718918701,0.869034337094715,0.711461070880366,0.9689664237448908,0.8568804922982708,0.9597878572485943
